,内容id,标题,发布时间,视频下载链接,asr,sn
89,VT00M8F26C0NOPS,河南新密：八旬老人买充电线忘带钱，暖心老板免费送,2021-06-25T16:15:42,https://video-nos.yiyouliao.com/icvt-shd-20210626-9164e7d5fd463837128ca1e981caf0d2.mp4,不用了，拿那别不用不用用发意不都快。月萍，您刚刚看到这暖心的一幕就发生在河南省新密室新品大街我身后的这家手席维修店里。五月二十号，一位老人一大早急匆匆地赶着来给老板送钱。这样还要从头一天说起，我自什么就是来里答片天就太多，马门凑过来了。第一天下午，老奶奶过来拿着手机，手机没电了，然后过来买一根数据线，老人刚进电的。,d1ea35ec-d2af-4c08-883f-2f32ac5ae4c5_zh
90,VT01AC8QFC28PDE,一汽大众全新揽境正式上市，售29.99-39.99万元,2021-06-25T16:15:42,https://video-nos.yiyouliao.com/icvt-hd-20210625-cf4d186097492daf4b20a931d857e776.mp4,近日获悉，仪器大众旗下首款中大型s微软镜基于mqbb平台打造而来，共推出六款车型。外观上，新车前列进气格栅与头等组相连，形成贯穿式造型，并搭配了镀铬视调，带给车头更为宽大的视觉感受。车身两侧腰线为分段式，层次感十足，下方提供多浮式轮毂。车尾采用贯穿式尾灯的设计，与车头形成呼应，上方配有扰流板，整体十分大气。内饰上，轻车搭载了全液精中控屏，液晶仪表和多功能。,70c24e41-dcd7-477c-9c7d-2f63d3b4a5e4_zh
91,VI00GLZ66DYRPG4,我跟党走·家乡蝶变 | 全心全意服务老百姓是使命和宗旨,2021-06-25T16:15:51,https://video-nos.yiyouliao.com/icvt-hd-20210701-32cb3520df3332bf86bc3df67d4276a7.mp4,我们热力公司，热力集团就是搞供热的，就是实实在在主业就是为老百姓服务。二零二零年我们的集团的工人面积突破了一亿平米，我们有一个口号叫暖身暖心暖万家，只有你这个国际企业要全心全意地为为老百姓服好物，你才能体现的党的不忘初心，牢记使命的宗旨。,dd2514c4-f790-4411-9701-bfad1fd424e3_zh
92,VO00M92PXZC4MMY,电商靠流量实体店靠人气流量花钱人气不用花钱关闭电商就有人气,2021-06-25T16:16:27,https://video-nos.yiyouliao.com/icvt-shd-20210626-743f713944af4e6e271de1181d284e7f.mp4,大家好，目前的电商也可以说是百分之八十五的实体店被电商给干垮了，电商不但把这个实体店给干到了，而且电商也把电商给干垮了，百分之六十，为什么这么说了，就是说现在只有那些生产厂家一手货源才有几块钱的利润赚了，二手批发，二手卖家根本没有什么利润，都是垂死挣长，都是在坚强度日，你可以在比如说天猫也好。,93a5c064-84d5-4ffe-a3fc-222e1e09d0f8_zh
93,VI00FUWGD0JKUXK,广东高考明日上午11：15放榜！多种方式可查分！,2021-06-25T16:16:32,https://video-nos.yiyouliao.com/icvt-shd-20210625-91b19cb71f985ab4135fff462e5ff368.mp4,刚个广东山高有好袭运该最身通缉听了中什么顶什么风工好放蹦好像通刚转怀通过多种方声查都分手。听什么顶什么风广东山高有好袭云这亨一拽狗好波门海通绑等应该烧给后马推送行罪什顶起什么风好像可以通过好喜云滚某美声修成罪把都西能修停罪通广东就好转型修停这插生行罪一顶激情雨光好像对省在摇椅嘛欢迎快答准好生都说脚中合我在东得云袭可修上办公伤。,f8521afb-cfab-4d74-963a-e58a160eb080_zh
94,VT00M4YVQ13EZXT,新宝骏KiWi EV内饰官图曝光，精致简约的轻奢风,2021-06-25T16:16:56,https://video-nos.yiyouliao.com/icvt-hd-20210625-437dc9c4f47e544292e2a8c82c75cfe1.mp4,近日，上汽通用武菱旗下品牌新宝骏官方发布了全新小型纯电车型tv一v亿的内饰信息及一组官图。据了解，该款车型将通过配色，内饰材质以及布局设计，为消费者营造精致简约的轻奢氛围。从官方图片来看，提为一v的内饰设计非常简约，前排采用了扁平化设计手法，中控台整体都很低，为前排架乘人员提供了非常开阔的视野。在中控台区域，一条贯穿整个中控的狭长视调成为主要的装饰金属拉斯效果。,3193423e-d407-4ce0-803b-de2b12121471_zh
95,VI00FUZCBY68YNR,【直击中考】南宁警方多警种联动 全力以赴护航中考,2021-06-25T16:18:47,https://video-nos.yiyouliao.com/icvtd-shd-20210625-2f54e681398f0093202e3881f2543633.mp4,今天上午，二零二一年南宁市初中学业水平考试正式开考，九万余名学子奔赴全市一百多个考点，迎接自己人生一次重要的考试咱们南宁的警察叔叔们也是全力以赴为广大考生保驾护航第二本管理斯家长吗这二陈玉门郭普旁联区另外一个蒙空等班航吗阿里不联考港官的从六月十五号开始，南宁警方就会同教育部门深入全市市值考点，乡镇考点等开展联合安全检查，并对考点周边区域场所及人员密集场所开展社会治安环境整治。,37f28fb7-a073-4010-ab2b-2af2d8afbf62_zh
96,VI00FV86LMNBO2E,末代皇帝传奇：侍卫成军官，建议枪毙溥仪,2021-06-25T16:19:02,https://video-nos.yiyouliao.com/icvt-shd-20210625-372b768ed934cbc8e9496afb749216f8.mp4,林玉，你是有文化的干部，又是教育科的教员，我们党的政策方针也都当耳旁风了吗？副所长，我知道党的政策方针，可可溥仪他真的不属于那种可以改造好的战犯，你凭什么下这样的结论？就凭他明明是战犯，进了管理所还端着皇帝的架子，反动阶级的企业十分嚣张，这个事情要辩证地去看，溥仪的生活能力，自理能力很差，只是历史原因造成的，这也是他的特殊性，所里也正在考虑对他的改造，特殊对待，特殊对待。,cc9c0e92-0bfe-401b-a1d0-e3e56225650a_zh
97,VT01AEIZUT1A62S,濮阳一男子驾SUV撞断大树后翻进泥沟，获救后作揖感谢消防员,2021-06-25T16:19:26,https://video-nos.yiyouliao.com/icvt-shd-20210626-11e4e94d5ff967de198a5bbc10f0c025.mp4,是，再下来，再第二，来，快上，快二。,3afe8439-9a38-4466-ba32-675a948a8213_zh
98,VI00M6VJ46QDQO5,开着零售店铺，侄子却不愿算账，让小姨十分苦恼丨面对面,2021-06-25T16:20:13,https://video-nos.yiyouliao.com/icvt-shd-20210626-1d0abd25d8fa860eb15ee3c2058324c9.mp4,反恼火的就是这样子，叫他每天按照整个的记账方式来记，他觉得我刁难他，你这样算的话，就是你要算出每天的毛腻玉，对，要每天都算出你的毛腻玉对，对这事我觉得能当你每天这毛利玉，你要把你每天卖货的那个本权，然后所意那个跟那个每春卖出的权相愁，然后带成。是不是侄儿小周提出的毛利率计算公式让现场人有些懵。每天这毛腻玉，你要把你每天卖货的那个本权，然后除于那个跟那个每春卖出的权。,7fde46a8-be71-4bab-8f58-94f535c12aaa_zh
99,VI00MKJHLJT9DJJ,妻子态度坚决要离婚，老师也对丈夫提出批评：夫妻之间应该要忠诚,2021-06-25T16:20:34,https://video-nos.yiyouliao.com/icvtd-shd-20210629-8b6dc135eb483e62b14c3e7ecd1c8576.mp4,王女士态度坚决，没有丝毫的回旋余地。儿子小李很无奈，这个家还有保全的希望吗？夫妻双方在婚姻问题上又到底出了什么错？律师曾召齐首先从法律角度做出了自己的分析。二零二一年一月一日以来，我们国家的民法点就已经正式的生效，那么其中在我们民法点第一千零四十三条明确约定了夫妻关系的忠诚义务，那就是夫妻之间应当忠诚，互相尊重，互相关爱。,d135eb8a-8820-4413-afaf-9bfeb72bc805_zh
